19.75,0.64147,3.0029e-05,0.0054248,0.11551,1.2716e-05,0.0010939
20,0.64233,3.0246e-05,0.0054447,0.11696,1.2765e-05,0.0010954
20.25,0.64187,3.0329e-05,0.0054516,0.11885,1.2824e-05,0.0011001
20.5,0.64232,3.0346e-05,0.0054526,0.11876,1.2855e-05,0.0011036
20.75,0.64234,3.0373e-05,0.0054551,0.11893,1.2846e-05,0.0011035
21,0.64267,3.0383e-05,0.0054562,0.11791,1.2819e-05,0.0011028
21.25,0.64305,3.0439e-05,0.0054612,0.1182,1.2811e-05,0.0011038
21.5,0.64331,3.0487e-05,0.005466,0.1186,1.2795e-05,0.0011026
21.75,0.64356,3.0551e-05,0.0054714,0.1181,1.2858e-05,0.0011051
22,0.64351,3.0565e-05,0.0054721,0.11731,1.2901e-05,0.0011079
22.25,0.64293,3.0549e-05,0.0054701,0.11839,1.2927e-05,0.0011101
22.5,0.64331,3.0599e-05,0.005474,0.11893,1.2962e-05,0.0011134
22.75,0.64324,3.0658e-05,0.0054787,0.11988,1.2992e-05,0.0011175
23,0.6427,3.0671e-05,0.0054795,0.12009,1.2995e-05,0.0011196
23.25,0.64319,3.0661e-05,0.0054785,0.11952,1.3002e-05,0.0011197
23.5,0.64382,3.0691e-05,0.0054821,0.12041,1.296e-05,0.0011157
23.75,0.64368,3.0753e-05,0.005488,0.11997,1.2941e-05,0.0011144
24,0.64331,3.0711e-05,0.0054843,0.12098,1.2913e-05,0.0011135
24.25,0.64357,3.064e-05,0.0054778,0.1216,1.2865e-05,0.0011127
24.5,0.64372,3.065e-05,0.0054779,0.12149,1.2903e-05,0.0011162
24.75,0.64441,3.0633e-05,0.0054764,0.12191,1.2883e-05,0.0011154
25,0.64516,3.0624e-05,0.0054754,0.12307,1.29e-05,0.001116
25.25,0.64435,3.0643e-05,0.005477,0.1236,1.2915e-05,0.0011164
25.5,0.64471,3.065e-05,0.0054779,0.1223,1.2896e-05,0.0011149
25.75,0.64499,3.0683e-05,0.0054811,0.12269,1.2877e-05,0.0011137
26,0.64702,3.0724e-05,0.0054849,0.12139,1.2877e-05,0.0011138
26.25,0.64779,3.0741e-05,0.0054867,0.12025,1.286e-05,0.001113
26.5,0.64763,3.0771e-05,0.0054899,0.12036,1.2844e-05,0.0011106
26.75,0.6482,3.081e-05,0.0054935,0.1201,1.2849e-05,0.0011105
27,0.64827,3.0822e-05,0.0054947,0.12007,1.2801e-05,0.0011097
27.25,0.64712,3.0858e-05,0.0054987,0.12115,1.2745e-05,0.0011061
27.5,0.64596,3.0833e-05,0.005496,0.12125,1.2753e-05,0.0011082
27.75,0.64643,3.0791e-05,0.005492,0.12132,1.2735e-05,0.0011081
28,0.64792,3.0818e-05,0.0054946,0.12166,1.2686e-05,0.0011076
28.25,0.64761,3.0839e-05,0.0054969,0.12134,1.2658e-05,0.0011058
28.5,0.64851,3.0878e-05,0.0055007,0.11984,1.2643e-05,0.0011046
28.75,0.64807,3.0891e-05,0.0055028,0.11897,1.2613e-05,0.0011
29,0.64898,3.0882e-05,0.0055029,0.11828,1.2566e-05,0.0010955
29.25,0.6484,3.0866e-05,0.0055023,0.11765,1.2513e-05,0.0010913
29.5,0.65039,3.0875e-05,0.0055035,0.11827,1.2477e-05,0.0010898
29.75,0.65028,3.0923e-05,0.0055081,0.11796,1.2468e-05,0.0010889
30,0.65167,3.0978e-05,0.0055126,0.11775,1.2531e-05,0.0010923
30.25,0.65268,3.1062e-05,0.0055196,0.11615,1.2585e-05,0.0010962
30.5,0.65401,3.1162e-05,0.0055292,0.11482,1.2593e-05,0.0010948
30.75,0.65427,3.1205e-05,0.0055337,0.11339,1.2584e-05,0.0010923
31,0.65331,3.1232e-05,0.0055368,0.11363,1.2573e-05,0.0010897
31.25,0.65291,3.1211e-05,0.0055342,0.11325,1.2638e-05,0.0010932
31.5,0.65329,3.1214e-05,0.0055334,0.11394,1.2725e-05,0.0010982
31.75,0.65397,3.1235e-05,0.0055349,0.11268,1.2776e-05,0.0011006
32,0.65356,3.1222e-05,0.0055342,0.11224,1.2748e-05,0.0010981
32.25,0.65354,3.1198e-05,0.0055323,0.1129,1.2715e-05,0.0010961
32.5,0.65474,3.1218e-05,0.0055342,0.11268,1.2724e-05,0.0010961
32.75,0.65521,3.1258e-05,0.0055382,0.11274,1.269e-05,0.0010944
33,0.65529,3.1275e-05,0.0055405,0.11238,1.2619e-05,0.0010906
33.25,0.6552,3.1273e-05,0.0055414,0.1123,1.251e-05,0.0010847
33.5,0.655,3.1241e-05,0.0055394,0.11186,1.2411e-05,0.0010799
33.75,0.6541,3.1219e-05,0.0055381,0.11166,1.2343e-05,0.0010761
34,0.65546,3.1272e-05,0.0055436,0.11046,1.2294e-05,0.0010731
34.25,0.65499,3.1286e-05,0.0055459,0.11175,1.2219e-05,0.001068
34.5,0.65554,3.1296e-05,0.0055471,0.1111,1.22e-05,0.0010669
34.75,0.6551,3.1291e-05,0.0055474,0.11039,1.2161e-05,0.0010628
35,0.65606,3.1311e-05,0.0055495,0.11047,1.215e-05,0.0010611
35.25,0.65629,3.1327e-05,0.0055516,0.11072,1.2104e-05,0.0010572
35.5,0.65551,3.1322e-05,0.0055511,0.11063,1.2105e-05,0.0010577
35.75,0.65575,3.132e-05,0.0055513,0.1101,1.2066e-05,0.0010557
36,0.65491,3.1262e-05,0.0055463,0.11013,1.2011e-05,0.0010537
36.25,0.65509,3.123e-05,0.0055433,0.11068,1.1982e-05,0.0010535
36.5,0.65532,3.1223e-05,0.0055433,0.11065,1.1898e-05,0.0010497
36.75,0.65448,3.1197e-05,0.0055417,0.11179,1.1807e-05,0.0010455
37,0.65386,3.1154e-05,0.0055386,0.11098,1.1752e-05,0.0010412
37.25,0.65295,3.106e-05,0.0055311,0.11093,1.1707e-05,0.0010348
37.5,0.65362,3.1032e-05,0.0055291,0.1111,1.1694e-05,0.0010314
37.75,0.6535,3.106e-05,0.0055315,0.1108,1.1728e-05,0.0010328
38,0.65359,3.1064e-05,0.0055315,0.1116,1.172e-05,0.0010343
38.25,0.65367,3.1072e-05,0.0055322,0.11261,1.1713e-05,0.0010343
38.5,0.65405,3.1125e-05,0.0055369,0.11426,1.172e-05,0.0010359
38.75,0.65386,3.1181e-05,0.0055423,0.11396,1.1677e-05,0.001035
39,0.6534,3.1232e-05,0.0055466,0.11482,1.17e-05,0.0010372
39.25,0.6532,3.1275e-05,0.0055502,0.11573,1.1716e-05,0.0010394
39.5,0.6537,3.1336e-05,0.0055552,0.11493,1.1777e-05,0.0010433
39.75,0.65375,3.1371e-05,0.0055583,0.11512,1.18e-05,0.0010446
40,0.65524,3.1395e-05,0.0055601,0.11531,1.183e-05,0.0010468
40.25,0.65452,3.1394e-05,0.0055593,0.11596,1.187e-05,0.0010505
40.5,0.65449,3.1431e-05,0.0055632,0.11657,1.1845e-05,0.0010479
40.75,0.6556,3.1464e-05,0.0055664,0.11464,1.1853e-05,0.0010476
41,0.65684,3.1475e-05,0.005568,0.11344,1.1831e-05,0.0010449
41.25,0.6566,3.1461e-05,0.0055675,0.11402,1.1783e-05,0.0010407
41.5,0.65602,3.1452e-05,0.0055678,0.11373,1.1721e-05,0.0010346
41.75,0.6572,3.148e-05,0.0055708,0.11182,1.1693e-05,0.0010324
42,0.65721,3.1485e-05,0.0055716,0.11215,1.1673e-05,0.0010308
42.25,0.65747,3.1558e-05,0.0055797,0.11125,1.1602e-05,0.0010237
42.5,0.65882,3.1603e-05,0.0055853,0.1091,1.1513e-05,0.001015
42.75,0.65887,3.1632e-05,0.0055887,0.11032,1.1488e-05,0.0010111
43,0.66132,3.1718e-05,0.0055967,0.10915,1.1494e-05,0.0010101
43.25,0.6624,3.1831e-05,0.0056067,0.10863,1.1558e-05,0.0010128
43.5,0.66274,3.1919e-05,0.0056148,0.10814,1.1579e-05,0.0010124
43.75,0.6641,3.1986e-05,0.0056217,0.10742,1.1558e-05,0.0010082
44,0.66468,3.204e-05,0.0056263,0.10799,1.1595e-05,0.0010103
44.25,0.66482,3.2164e-05,0.0056373,0.10839,1.1637e-05,0.0010125
44.5,0.66432,3.2261e-05,0.0056451,0.11073,1.1714e-05,0.0010192
44.75,0.66529,3.2359e-05,0.0056535,0.11036,1.1764e-05,0.0010227
45,0.66682,3.2483e-05,0.0056642,0.11,1.1837e-05,0.0010271
45.25,0.668,3.2607e-05,0.0056753,0.10897,1.1882e-05,0.0010286
45.5,0.66907,3.2723e-05,0.005686,0.10765,1.188e-05,0.0010272
45.75,0.66868,3.2771e-05,0.0056908,0.10803,1.184e-05,0.0010255
46,0.66988,3.2831e-05,0.0056963,0.10691,1.1828e-05,0.0010256
